,Company/Brand,HeadQuarter,Sector,What it does,Investor,Amount($),Stage,Year
155,Streak,"Bangalore, Karnataka, India",Financial Services,Algorithmic trading platform.,Undisclosed,328947.0,Seed,2018
156,Kuants,"Gurgaon, Haryana, India",Financial Services,Algorithmic trading platform.,Undisclosed,73099.0,Seed,2018
157,Hippo Video,"Chennai, Tamil Nadu, India","Customer Service, Software, Video, Video Streaming",A video recording and sharing software.,Undisclosed,1140351.0,Seed,2018
158,Satvacart,"Gurgaon, Haryana, India","E-Commerce, Food Processing",Satvacart is a Gurgaon’s largest online supermarket,Undisclosed,1140351.0,Seed,2018
159,Daaki,"Bangalore, Karnataka, India",Health Care,Sports Nutrition startup,Undisclosed,1140351.0,Angel,2018
160,WOTU,"Bangalore, Karnataka, India",Food and Beverage,It operates a business-to-business e-commerce portal for food and beverages.,Undisclosed,1140351.0,Seed,2018
161,True Elements,"Pune, Maharashtra, India","Dietary Supplements, Food and Beverage, Health Care, Organic Food, Snack Food",True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,Undisclosed,730994.0,Seed,2018
162,Planys Technologies,"Chennai, Tamil Nadu, India","Manufacturing, Oil and Gas, Robotics",Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,Undisclosed,2049708.0,Series A,2018
163,Log 9 Materials,"Uttar Pradesh, India, Asia",Nanotechnology,Log 9 Materials is a nano-materials manufacturing and RnD startup,Undisclosed,438596.0,Seed,2018
164,VTION,"Gurgaon, Haryana, India","Analytics, Audio, Digital Media, Innovation Management, Internet Radio, Media and Entertainment",VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,Undisclosed,280702.0,Seed,2018
165,HousingMan.com,"Bengaluru, Karnataka, India",—,"New Apartments, Flats for Sale in Bangalore",Undisclosed,1505848.0,Seed,2018
166,Steradian Semiconductors,"Bangalore, Karnataka, India",—,It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.,Undisclosed,1140351.0,Seed,2018
167,RupeeCircle,"Mumbai, Maharashtra, India","Financial Services, Lending, Peer to Peer",RupeeCircle is a new age finance company.,Undisclosed,584795.0,Seed,2018
168,Vebbler,"Bengaluru, Karnataka, India","File Sharing, Personalization, Social Media",A personal network for close people,Undisclosed,1140351.0,Seed,2018
169,Inner Being Wellness,"Hyderabad, Andhra Pradesh, India",—,"Inner Being Wellness manufactures beauty, wellness, and nutrition products.",Undisclosed,511696.0,Angel,2018
170,Kobster,"Chennai, Tamil Nadu, India","E-Commerce, Facilities Support Services, Procurement, Supply Chain Management",Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an end-to-end solution for their procure-to-pay cycle.,Undisclosed,1140351.0,Seed,2018
171,Wishberry,"Mumbai, Maharashtra, India","Crowdfunding, Finance, Financial Services",Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,Undisclosed,1461988.0,Series A,2018
172,Magic Crate,"Bangalore, Karnataka, India","Children, Education, Online Portals","Magic Crate is a theme based stimulating, fun and learning activity box for 4-8 year olds that is mailed to your doorstep every month.",Undisclosed,1140351.0,Seed,2018
173,MySEODoc,"Delhi, Delhi, India",—,"SEO, PPC, Search Engine Marketing, Social Media Optimization, Content Marketing, Brand Reputation Management",Undisclosed,1140351.0,Seed,2018
174,ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,"Pune, Maharashtra, India",—,Digital Marketing Agency,Undisclosed,2924.0,Seed,2018
175,Hashtag Loyalty Private Limited,"Mumbai, Maharashtra, India","Analytics, CRM, Loyalty Programs, Machine Learning, Marketing Automation, Retail Technology, SaaS, Small and Medium Businesses",Hashtag Loyalty is a customer engagement and marketing automation tool for local businesses.,Undisclosed,1140351.0,Seed,2018
176,ZunRoof,"Gurgaon, Haryana, India","Environmental Consulting, Renewable Energy",ZunRoof is a rooftop focused solar startup.,Undisclosed,242690.0,Angel,2018
177,Eggoz,"Indore, Madhya Pradesh, India","Food and Beverage, Food Processing",Eggoz is a full-stack layer poultry business operator & service provider .,Undisclosed,175439.0,Angel,2018
178,GalaxyCard,"Noida, Uttar Pradesh, India","Finance, Financial Services, FinTech",GalaxyCard is a mobile based Instant credit card.,Undisclosed,1140351.0,Seed,2018
179,EGK Foods,"Mumbai, Maharashtra, India","Food and Beverage, Food Processing, Organic Food, Snack Food",A food processing enterprise registered with StartUp India .,Undisclosed,292398.0,Seed,2018
180,Nivesh.com,"Noida, Uttar Pradesh, India","Finance, Financial Services, Marketing",Nivesh.com is a mass market mutual funds investment platform.,Undisclosed,438596.0,Seed,2018
181,Theranosis Life Sciences,"Hyderabad, Andhra Pradesh, India","Biotechnology, Health Care, Life Science, Medical Device",A fully functioning cell culture facility and molecular biology setup.,Undisclosed,1140351.0,Seed,2018
182,Poshmiles Online Solutions Private Limited,"Bengaluru, Karnataka, India",Travel,Poshmiles aims to help point travellers to long weekend trips at popular and undiscovered destinations based on budget & interest.,Undisclosed,1140351.0,Seed,2018
183,Reculta,"Noida, Uttar Pradesh, India","Education, Human Resources",A campus recruitment solution provider.,Undisclosed,1140351.0,Seed,2018
184,Orbo.ai,"Mumbai, Maharashtra, India",Internet,Orbo is a computer vision and deep facial technology company.,Undisclosed,1140351.0,Seed,2018
185,Inntot Technologies,"Kochi, Kerala, India",Consumer Electronics,"Inntot Technologies, is a technology driven company.",Undisclosed,1140351.0,Seed,2018
186,Zoctr Health,"Powai, Assam, India","Apps, Health Care, Hospital, Mobile Apps",Zoctr Health Network is a first-of-its kind pan-India Home & Telehealth Company,Undisclosed,1140351.0,Seed,2018
187,Hey Deedee,"Mumbai, Maharashtra, India","Delivery Service, Logistics, Service Industry",Hey Deedee is a Mumbai-based company that provides solutions to parcel delivery problems.,Undisclosed,482456.0,Seed,2018
188,Inc42,"New Delhi, Delhi, India","Media and Entertainment, News, Publishing",Inc42 is one of the leading tech media publications of India.,Undisclosed,1140351.0,Seed,2018
189,Benepik,"Gurgaon, Haryana, India",Human Resources,HR Technology start-up.,Undisclosed,1140351.0,Seed,2018
190,Carmel Organics,"Indore, Madhya Pradesh, India","Agriculture, AgTech, Manufacturing","Carmel Organics is an India-based herb company engaged in sourcing, processing, and distributing herbal tea ingredients.",Undisclosed,1140351.0,Series A,2018
191,Printline Media(ThePrint),"New Delhi, Delhi, India","Digital Media, News, Publishing",A digital news platform.,Undisclosed,510234.0,Seed,2018
192,Creditas Solutions,"Gurgaon, Haryana, India",Financial Services,Creditas was set-up in 2015 with an aim to help Financial Institutions find better ways to reach and interact with their customers.,Undisclosed,1140351.0,Seed,2018
193,UrbanPiper,"Bengaluru, Karnataka, India",Software,UrbanPiper offers restaurants and chains with a suite of products to manage and analyze their online presence.,Undisclosed,1140351.0,Seed,2018
194,Doxper,"Mumbai, Maharashtra, India","Health Care, Hospital",Doxper is Health tech startup which has created a digital pen and coded paper system for doctors to record patient information,Undisclosed,1052632.0,Seed,2018
195,i2ifunding,"Noida, Uttar Pradesh, India","Crowdfunding, Finance, Financial Services",i2ifunding is an online marketplace that connects borrowers looking for personal loans with investors looking for alternative investments.,Undisclosed,730994.0,Angel,2018
196,ShakeDeal,"Bangalore, Karnataka, India","B2B, E-Commerce, Enterprise",Home of B2B Commerce,Undisclosed,1140351.0,Seed,2018
197,HelloVerify,"Noida, Uttar Pradesh, India","Fraud Detection, Information Services, Security",HelloVerify is an online background check platform.,Undisclosed,1140351.0,Seed,2018
198,CoinGeto,"Delhi, Delhi, India","Cryptocurrency, Trading Platform",CoinGeto is one of India’s most advanced digital assets exchange.,Undisclosed,1754386.0,Seed,2018
199,Wedeterna,"Bangalore, Karnataka, India",Wedding,"Wedeterna is a new-age, personalised and fresh approach to arranged marriages, DIY matrimonial community with only self created profiles.",Undisclosed,1140351.0,Angel,2018
200,Stumagz,"Hyderabad, Andhra Pradesh, India",Digital Media,Stumagz is about connecting with Stories Stumagz is about collaborating with people Stumagz is about creating a Cult.,Undisclosed,1140351.0,Seed,2018
201,Doubtnut,"Gurgaon, Haryana, India","E-Learning, EdTech, Education, Image Recognition, Machine Learning, STEM Education",Gurgaon based E-learning platform.,Undisclosed,511696.0,Seed,2018
202,MCaffeine,"Mumbai, Maharashtra, India",Consumer Goods,MCaffeine is India's First Caffeine Infuse Personal Care Brand. It's an extension to the hyperactive lifestyle and individualistic identity.,Undisclosed,467836.0,Seed,2018
203,Picture TIme,"New Delhi, Delhi, India",Digital Entertainment,Operator of low-cost mobile cinema theatres in rural areas.,Undisclosed,3654971.0,Seed,2018
204,Aarav Unmanned Systems,"Bangalore, Karnataka, India","Delivery, Drones, Geospatial, Robotics",Professional Drones for Enterprise Applications,Undisclosed,1140351.0,Seed,2018
205,Wellthy Therapeutics Pvt Ltd,"Mumbai, Maharashtra, India","Health Care, Hospital","Wellthy is a digital therapeutics company focused on improving patient health through the intersection of technology, and clinical outcomes.",Undisclosed,1973684.0,Seed,2018
206,Nua,"Mumbai, Maharashtra, India",Consumer Goods,Nua is an e-commerce and feminine care brand platform focused on creating women care products.,Undisclosed,1140351.0,Seed,2018
207,Ora,"Kolkata, West Bengal, India","Business Travel, Hospitality, Hotel, Marketplace, Tourism, Travel Accommodations",Ora is an online marketplace of unique accommodations. Awarded as among top 3000 startups in India by IIM Kolkata.,Undisclosed,1140351.0,Seed,2018
208,Predible Health,"Bangalore, Karnataka, India",Medical Device,Healthcare devices for cancer detection,Undisclosed,1140351.0,Seed,2018
209,Syncremedies Healthcare Pvt Ltd,"Bangalore, Karnataka, India","Alternative Medicine, Health Care","Syncremedies is an Integrated Medicine service that brings together Allopathy, Ayurveda and Homeopathy to treat chronic ailments.",Undisclosed,1140351.0,Seed,2018
210,Blueleaf Cyberspace Systems,"Bangalore, Karnataka, India","Internet, Software",Bluleaf Cyberspace is Cloud Based Software Company.,Undisclosed,1140351.0,Seed,2018
211,arzooo.com,"Bangalore, Karnataka, India","Consumer Electronics, E-Commerce, E-Commerce Platforms, Electronics, Shipping, Shopping",E-commerce website promising the best price on any product a consumer buys anywhere on the internet.,Undisclosed,219298.0,Seed,2018
212,Bonphul Air Products,"Delhi, Delhi, India",CleanTech,A clean tech product Company,Undisclosed,292398.0,Angel,2018
213,DheeYantra Research Labs,"Bangalore, Karnataka, India",Artificial Intelligence,"DheeYantra is building a cognitive conversational chatbot platform by name ""dhee.ai"" for vernacular languages",Undisclosed,1140351.0,Seed,2018
214,Chtrbox,"Mumbai, Maharashtra, India","Advertising, Internet, Marketing",Chtrbox connects social media influencers with brands .,Undisclosed,146199.0,Angel,2018
215,Aashiyaan Housing and Development Finance,"Kolkata, West Bengal, India",Financial Services,Provide housing finance to those in the informal sector enabling the hither to un-served to own a home of their own.,Undisclosed,1973684.0,Seed,2018
216,Cashkumar,"Bengaluru, Karnataka, India","Consumer Lending, Finance, FinTech",A P2P Lending Platform connecting millions of financially under-served & new to credit borrowers with investment savvy lenders in India,Undisclosed,730994.0,Seed,2018
217,Rocketium,"Bangalore, Karnataka, India","Marketing, Social Media, Video",Easy video creation for social media.,Undisclosed,292398.0,Seed,2018
218,FreightBazaar,"Hyderabad, Andhra Pradesh, India",Transportation,FreightBazaar.com is an online platform that connects Truck suppliers with Truck users.,Undisclosed,1140351.0,Seed,2018
219,OPEN,"Bangalore, Karnataka, India",Banking,Open up to a new world of Banking,Undisclosed,1140351.0,Seed,2018
220,Earth Food,"Pune, Maharashtra, India","Food and Beverage, Food Processing",Earth Food is a healthy Food Start Up.,Undisclosed,935673.0,Seed,2018
221,Charcoal Eats,"Mumbai, Maharashtra, India",Food Processing,Charcoal Eats aims to bring Dominos style standardisation.,Undisclosed,730994.0,Seed,2018
222,Wishfie,"Bangalore, Karnataka, India",Apps,A platform for people to express their opinions in form of short videos around any topic.,Undisclosed,1140351.0,Seed,2018
223,The Social Hook,"Bengaluru, Karnataka, India",Marketing,Fast growing Influencer Marketing platform in India.,Undisclosed,1140351.0,Seed,2018
224,FreightBro,"Mumbai, Maharashtra, India","Apps, B2B, Freight Service, Logistics, SaaS, Shipping, Supply Chain Management, Transportation",Software for the new-age freight,Undisclosed,1140351.0,Seed,2018
225,Finwego,"Chennai, Tamil Nadu, India",—,Finwego partners with Small and Medium Businesses in India to offer convenient and responsible credit to their employees,Undisclosed,1140351.0,Seed,2018
226,Cricnwin,"Gurgaon, Haryana, India","Digital Entertainment, Fantasy Sports, Gaming, Sports",Cricnwin is a Gurugram - based Fan Engagement Platform,Undisclosed,1140351.0,Seed,2018
227,Wicked Ride Adventure Services Private Limited,"Bangalore, Karnataka, India","Automotive, Last Mile Transportation, Peer to Peer, Ride Sharing",Peer-to-Peer motor vehicles sharing,Undisclosed,10000000.0,Venture - Series Unknown,2018
228,Career Anna,"Bangalore, Karnataka, India","Commercial, E-Learning, Education",India's Go to Career Commerce Portal,Undisclosed,584795.0,Seed,2018
229,ERUDITUS Executive Education,"Mumbai, Maharashtra, India","Continuing Education, EdTech, Education, Skill Assessment","Eruditus, promoted by Alumni of INSEAD and other top business schools, delivers high quality executive education programmes",Undisclosed,40000000.0,Series C,2018
230,Gaia Smart Cities,"Mumbai, Maharashtra, India","Smart Cities, Telecommunications",Gaia Smart Cities is an early leader in the rapidly-emerging Internet of Things (IoT) marketplace.,Undisclosed,1140351.0,Seed,2018
231,Square Off,"Mumbai, Maharashtra, India","Internet of Things, Robotics",Delivering Imagination,Undisclosed,1100000.0,Seed,2018
